48,33,100,33,100,51,48,51,text
106,33,210,33,210,48,106,48,text
217,33,334,33,334,48,217,48,text
616,36,634,36,634,46,616,46,text
725,36,731,36,731,45,725,45,text
43,78,69,78,69,86,43,86,text
75,77,170,77,170,88,75,88,text
90,101,113,101,113,110,90,110,text
115,101,154,101,154,113,115,113,text
157,103,172,103,172,110,157,110,text
176,101,218,101,218,113,176,113,text
221,101,263,101,263,111,221,111,text
266,102,274,102,274,110,266,110,text
278,103,294,103,294,110,278,110,text
296,102,334,102,334,112,296,112,text
338,101,371,101,371,110,338,110,text
374,101,416,101,416,113,374,113,text
419,101,450,101,450,110,419,110,text
452,104,464,104,464,110,452,110,text
467,102,492,102,492,111,467,111,text
496,103,514,103,514,113,496,113,text
517,102,541,102,541,110,517,110,text
543,101,582,101,582,113,543,113,text
587,120,599,120,599,127,587,127,text
565,119,584,119,584,128,565,128,text
515,119,562,119,562,130,515,130,text
496,119,512,119,512,128,496,128,text
481,119,494,119,494,129,481,129,text
424,118,478,118,478,127,424,127,text
405,120,421,120,421,127,405,127,text
381,119,403,119,403,128,381,128,text
360,119,379,119,379,127,360,127,text
331,119,357,119,357,127,331,127,text
292,118,328,118,328,128,292,128,text
232,118,288,118,288,128,232,128,text
196,118,228,118,228,127,196,127,text
173,120,194,120,194,130,173,130,text
141,119,170,119,170,128,141,128,text
128,120,138,120,138,127,128,127,text
90,118,124,118,124,128,90,128,text
90,136,105,136,105,144,90,144,text
109,136,130,136,130,144,109,144,text
132,136,142,136,142,144,132,144,text
145,135,173,135,173,144,145,144,text
41,163,186,163,186,177,41,177,text
44,195,80,195,80,208,44,208,text
111,196,147,196,147,208,111,208,text
150,196,171,196,171,206,150,206,text
212,196,275,196,275,208,212,208,text
314,196,357,196,357,206,314,206,text
409,196,471,196,471,208,409,208,text
474,196,502,196,502,206,474,206,text
556,196,599,196,599,206,556,206,text
601,196,630,196,630,206,601,206,text
680,196,713,196,713,206,680,206,text
572,244,606,244,606,253,572,253,text
556,261,621,261,621,273,556,273,text
667,253,717,253,717,263,667,263,text
433,243,468,243,468,253,433,253,text
420,261,484,261,484,273,420,273,text
473,304,551,304,551,316,473,316,text
553,303,601,303,601,314,553,314,text
563,337,570,337,570,346,563,346,text
658,304,721,304,721,314,658,314,text
679,338,700,338,700,349,679,349,text
594,374,614,374,614,384,594,384,text
529,375,592,375,592,384,529,384,text
641,403,665,403,665,414,641,414,text
669,404,678,404,678,412,669,412,text
681,403,722,403,722,415,681,415,text
725,403,736,403,736,412,725,412,text
723,423,737,423,737,430,723,430,text
697,422,719,422,719,431,697,431,text
641,421,694,421,694,433,641,433,text
652,438,675,438,675,448,652,448,text
679,438,690,438,690,448,679,448,text
693,438,726,438,726,450,693,450,text
556,421,588,421,588,431,556,431,text
430,421,461,421,461,431,430,431,text
462,373,482,373,482,384,462,384,text
408,374,459,374,459,386,408,386,text
352,374,372,374,372,384,352,384,text
322,374,349,374,349,384,322,384,text
260,375,282,375,282,383,260,383,text
184,374,212,374,212,384,184,384,text
90,374,138,374,138,383,90,383,text
56,374,87,374,87,384,56,384,text
54,338,148,338,148,350,54,350,text
55,253,60,253,60,261,55,261,text
111,252,161,252,161,261,111,261,text
214,233,261,233,261,243,214,243,text
207,252,265,252,265,264,207,264,text
222,270,254,270,254,282,222,282,text
307,244,355,244,355,255,307,255,text
313,261,348,261,348,273,313,273,text
46,304,110,304,110,316,46,316,text
113,304,166,304,166,316,113,316,text
229,304,275,304,275,314,229,314,text
327,303,379,303,379,316,327,316,text
63,420,130,420,130,432,63,432,text
175,421,220,421,220,431,175,431,text
248,421,294,421,294,431,248,431,text
332,422,363,422,363,430,332,430,text
